PollingPlaceNm,GreensVotes,TotalVotes,GreensPercentage,DivisionNm,LegCo,LocalCouncil,PremisesAddress,PremisesNm,Latitude,Longitude
Tranmere,237,1849,12.8,Franklin,Pembroke,Clarence City,"27 Tranmere Rd, HOWRAH 7018",Tranmere Hall,-42.8911,147.409
Warrane,237,1616,14.7,Franklin,Pembroke,Clarence City,"213 Cambridge Rd, WARRANE 7018",Warrane Primary School,-42.86115,147.38256
Woodbridge,157,430,36.5,Franklin,Huon,Kingborough,"3445 Channel Hwy, WOODBRIDGE 7162",Woodbridge Hall,-43.1601,147.239
Avoca,16,167,9.6,Lyons,McIntyre,Northern Midlands,"3 Falmouth St, AVOCA 7213",Avoca War Memorial Hall,-41.782499,147.719216
Bagdad,52,797,6.5,Lyons,Prosser,Southern Midlands,"46 School Rd, BAGDAD 7030",Bagdad Primary School,-42.6249,147.223
Bicheno,112,550,20.4,Lyons,Prosser,Glamorgan-Spring Bay,"78 Burgess St, BICHENO 7215",Bicheno War Memorial Hall,-41.8743,148.3003
Bothwell,12,325,3.7,Lyons,Derwent,Central Highlands,"19 Alexander St, BOTHWELL 7030",Bothwell Council Chambers,-42.3819,147.006
Bracknell,26,401,6.5,Lyons,McIntyre,Meander Valley,"Louisa St, BRACKNELL 7302",Bracknell War Memorial Hall,-41.6512,146.943
Bridgewater,124,1534,8.1,Lyons,Derwent,Brighton,"55 Eddington St, BRIDGEWATER 7030",JRLF Senior School,-42.738671,147.240941
Brighton,133,2091,6.4,Lyons,Derwent,Brighton,"27 Downie St, BRIGHTON 7030",Brighton Primary School,-42.6991,147.258
Broadmarsh,12,212,5.7,Lyons,Prosser,Southern Midlands,"1218 Elderslie Rd, BROADMARSH 7030",Broadmarsh Hall,-42.6567,147.126
Campania,41,537,7.6,Lyons,Prosser,Southern Midlands,"45 Reeve St, CAMPANIA 7026",Campania Hall,-42.667109,147.421053
Campbell Town,45,637,7.1,Lyons,Prosser,Northern Midlands,"75 High St, CAMPBELL TOWN 7210",Campbell Town Town Hall,-41.926995,147.494438
Carrick,57,733,7.8,Lyons,McIntyre,Meander Valley,"29 Meander Valley Rd, CARRICK 7291",Carrick Public Hall,-41.530917,147.011259
Chudleigh,49,287,17.1,Lyons,McIntyre,Meander Valley,"54 Sorell St, CHUDLEIGH 7304",Chudleigh Memorial Hall,-41.557239,146.481292
Claude Road,64,359,17.8,Lyons,Montgomery,Kentish,"787 Claude Rd, CLAUDE ROAD 7306",Claude Road Memorial Hall,-41.4343,146.275
Colebrook,16,190,8.4,Lyons,Prosser,Southern Midlands,"45 Richmond St, COLEBROOK 7027",Colebrook Memorial Hall,-42.533165,147.362604
Coles Bay,50,174,28.7,Lyons,Prosser,Glamorgan-Spring Bay,"60 Harold St, COLES BAY 7215",Coles Bay Community Hall,-42.1249,148.286
Copping,59,241,24.5,Lyons,Prosser,Sorell,"69 Allanby St, COPPING 7174",Copping Hall,-42.819982,147.802747
Cressy,36,716,5.0,Lyons,McIntyre,Northern Midlands,"67 Main St, CRESSY 7302",Cressy Community Hall,-41.685476,147.080745
Deloraine,300,1748,17.2,Lyons,McIntyre,Meander Valley,"East Barrack St, DELORAINE 7304",Deloraine High School Hall,-41.52917,146.66111
Dodges Ferry,536,1980,27.1,Lyons,Prosser,Sorell,"532 Old Forcett Rd, DODGES FERRY 7173",Dodges Ferry Community Recreation Centre,-42.8485,147.624
Dromedary,40,397,10.1,Lyons,Derwent,Brighton,"14 Millvale Rd, DROMEDARY 7030",Dromedary (Millvale) Community Hall,-42.7282,147.179
Dunalley,82,431,19.0,Lyons,Prosser,Sorell,"5 Franklin St, DUNALLEY 7177",Dunalley Community Hall,-42.887008,147.812638
Elizabeth Town,29,234,12.4,Lyons,McIntyre,Meander Valley,"5816 Bass Hwy, ELIZABETH TOWN 7304",Elizabeth Town Fire Station,-41.461865,146.563813
Epping,8,174,4.6,Lyons,McIntyre,Northern Midlands,"13515 Midland Hwy, EPPING FOREST 7211",Epping Forest Public Hall,-41.758076,147.349062
Evandale,97,802,12.1,Lyons,McIntyre,Northern Midlands,"5-11 Barclay St, EVANDALE 7212",Evandale Primary School,-41.5672,147.247
Fingal,27,275,9.8,Lyons,McIntyre,Break O'Day,"20 Talbot St, FINGAL 7214",Fingal Neighbourhood House,-41.638599,147.970926
Gagebrook,64,961,6.7,Lyons,Derwent,Brighton,"4 Tottenham Rd, GAGEBROOK 7030",Gagebrook Primary School,-42.7488,147.276
Glenora,24,279,8.6,Lyons,Derwent,Derwent Valley,"620 Gordon River Rd, GLENORA 7140",Glenora District High School,-42.6969,146.889
Granton,47,632,7.4,Lyons,Derwent,Derwent Valley,"1 Lyell Hwy, GRANTON 7030",Granton Memorial Hall,-42.7498,147.224
Hadspen,80,1271,6.3,Lyons,Launceston,Meander Valley,"47 Main St, HADSPEN 7290",Hadspen Uniting Church Centre,-41.5064,147.064
Hagley,17,337,5.0,Lyons,McIntyre,Meander Valley,"2508 Meander Valley Rd, HAGLEY 7292",Hagley Farm Primary School,-41.526508,146.903129
Kempton,8,327,2.4,Lyons,Prosser,Southern Midlands,"85 Main St, KEMPTON 7030",Kempton Council Chambers,-42.531821,147.200647
Lachlan,61,431,14.2,Lyons,Derwent,Derwent Valley,"511 Lachlan Rd, LACHLAN 7140",Lachlan Community Hall,-42.8304,147.043
Longford,128,1957,6.5,Lyons,McIntyre,Northern Midlands,"Catherine & William Sts, LONGFORD 7301",Longford Primary School,-41.595925,147.116864
Lower Barrington,47,547,8.6,Lyons,Montgomery,Kentish,"1027 Sheffield Rd, LOWER BARRINGTON 7306",Lower Barrington Public Hall,-41.291,146.291
Magra,19,446,4.3,Lyons,Derwent,Derwent Valley,"377 Back River Rd, MAGRA 7140",Magra CWA Building,-42.7559,147.054
Meander,34,269,12.6,Lyons,McIntyre,Meander Valley,"124 Main Rd, MEANDER 7304",Meander Hall,-41.65198,146.609993
Midway Point,159,1257,12.6,Lyons,Rumney,Sorell,"34 Raynors Rd, MIDWAY POINT 7171",Midway Point Community Hall,-42.7997,147.533
Miena,11,192,5.7,Lyons,Derwent,Central Highlands,"55-57 Cider Gum Rd, MIENA 7030",Miena Community Centre,-41.9937,146.708
Mole Creek,30,270,11.1,Lyons,McIntyre,Meander Valley,"4 Caveside Rd, MOLE CREEK 7304",Mole Creek Primary School,-41.557472,146.406501
Molesworth,59,314,18.8,Lyons,Derwent,Derwent Valley,"560 Molesworth Rd, MOLESWORTH 7140",Molesworth Community Hall,-42.80423,147.161093
New Norfolk,197,1562,12.6,Lyons,Derwent,Derwent Valley,"8 Pioneer Ave, NEW NORFOLK 7140",New Norfolk Primary School,-42.7793,147.064
New Norfolk North,76,1058,7.2,Lyons,Derwent,Derwent Valley,"211 Back River Rd, NEW NORFOLK 7140",Fairview Primary School,-42.774251,147.04917
Nubeena,183,728,25.1,Lyons,Prosser,Tasman,"21 Clarke St, NUBEENA 7184",Tasman Civic Centre,-43.099706,147.744677
Oatlands,51,631,8.1,Lyons,Prosser,Southern Midlands,"27 Church St, OATLANDS 7120",Oatlands District High School,-42.301506,147.371821
Old Beach,177,1791,9.9,Lyons,Rumney,Brighton,"86 Jetty Rd, OLD BEACH 7017",Old Beach Community Centre,-42.77427,147.26576
Orford,61,461,13.2,Lyons,Prosser,Glamorgan-Spring Bay,"35 Charles st, ORFORD 7190",Orford Primary School,-42.563502,147.87386
Ouse,14,277,5.1,Lyons,Derwent,Central Highlands,"6947 Lyell Hwy, OUSE 7140",Ouse Online Centre,-42.485288,146.711018
Perth,139,1884,7.4,Lyons,McIntyre,Northern Midlands,"173 Fairtlough St, PERTH 7300",Perth Community Centre,-41.5725,147.173
Pontville,47,756,6.2,Lyons,Prosser,Brighton,"244 Brighton Rd, PONTVILLE 7030",Pontville Memorial Hall,-42.687226,147.263469
Primrose Sands,77,533,14.4,Lyons,Prosser,Sorell,"570 Primrose Sands Rd, PRIMROSE SANDS 7173",Primrose Sands Community Hall,-42.892403,147.671829
Prospect,36,365,9.9,Lyons,Rosevears,Launceston City,"30-32 Ralph St, PROSPECT 7250",Prospect High School,-41.475517,147.131061
Prospect Vale,97,1365,7.1,Lyons,Launceston,Meander Valley,"12 Casino Rise, PROSPECT VALE 7250",Residential Retirement Village Clubrooms,-41.4782,147.11
Railton,53,647,8.2,Lyons,McIntyre,Kentish,"94 Foster St, RAILTON 7305",Sheffield School - Railton Campus,-41.3526,146.414
Richmond,103,853,12.1,Lyons,Rumney,Clarence City,"Commercial Rd, RICHMOND 7025",Richmond Primary School,-42.739282,147.437988
Ross,21,337,6.2,Lyons,Prosser,Northern Midlands,"12 Bridge St, ROSS 7209",Ross Town Hall,-42.031409,147.492498
Scamander,61,348,17.5,Lyons,McIntyre,Break O'Day,"1 Old Coach Rd, SCAMANDER 7215",Scamander Sports Complex,-41.454218,148.26009
Sheffield,94,961,9.8,Lyons,Montgomery,Kentish,"12 Henry St, SHEFFIELD 7306",Sheffield School,-41.380689,146.330316
Sorell,286,2419,11.8,Lyons,Prosser,Sorell,"47 Cole St, SORELL 7172",Sorell Memorial Hall,-42.780612,147.560628
St Helens,126,845,14.9,Lyons,McIntyre,Break O'Day,"39 Cecilia St, ST HELENS 7216",St Helens Memorial Hall,-41.322629,148.249351
St Marys,102,494,20.6,Lyons,McIntyre,Break O'Day,"23 Main St, ST MARYS 7215",St Marys Community Hall,-41.57969,148.18531
Swansea,78,760,10.3,Lyons,Prosser,Glamorgan-Spring Bay,"12 Franklin St, SWANSEA 7190",Swansea Town Hall,-42.1245,148.077
Taranna,91,356,25.6,Lyons,Prosser,Tasman,"33 Amy St, TARANNA 7180",Tasman Community Centre,-43.038061,147.866748
Tea Tree,25,285,8.8,Lyons,Prosser,Brighton,"Briar Banks Rd, TEA TREE 7017",Tea Tree Community Hall,-42.689533,147.323592
Triabunna,38,557,6.8,Lyons,Prosser,Glamorgan-Spring Bay,"3 Vicary St, TRIABUNNA 7190",Triabunna Hall,-42.50822,147.910384
Tunnack,13,251,5.2,Lyons,Prosser,Southern Midlands,"2147 Tunnack Rd, TUNNACK 7120",Tunnack Public Hall,-42.456521,147.461779
Westbury,132,1188,11.1,Lyons,McIntyre,Meander Valley,"26 Lyall St, WESTBURY 7303",Westbury Town Hall,-41.528106,146.83102
Westerway,67,351,19.1,Lyons,Derwent,Derwent Valley,"1619 Gordon River Rd, WESTERWAY 7140",Westerway Primary School,-42.6775,146.787
Wilmot,41,216,19.0,Lyons,Montgomery,Kentish,"61 Main St, WILMOT 7310",Wilmot Primary School,-41.386919,146.175659
